"Nom","Pays","Region","Type","Periodicite","Langue","ID","Description","Website","CodeSource","DebutArchives","FinArchives"
"Journal of Law and Health (1 sources)","États-Unis","Ohio","Presse","Semestriel","Anglais","30651","Professional journal covering law and health.","https://engagedscholarship.csuohio.edu/jlh/","GJADM","22/03/2015",NA
"Journal of Law and Policy (1 sources)","États-Unis","Missouri","Presse","Quadrimestriel","Anglais","31451","Covers issues surrounding land use, urban development, and other legal concerns of urban communities.","https://openscholarship.wustl.edu/law_journal_law_policy/","GWAAH","01/01/2015",NA
"Journal of Law in Society (1 sources)","États-Unis","","Presse","Semestriel","Anglais","30652","Addresses legal questions relationg to social issues.","https://law.wayne.edu/academics/co-curricular/journal-law-society","GJADN","22/09/2015",NA
"Journal of Law, Technology and the Internet (1 sources)","États-Unis","Ohio","Presse","Annuel","Anglais","39661",NA,"https://scholarlycommons.law.case.edu/jolti/","GJAGV","22/03/2010",NA
"Journal of Managerial Issues (1 sources)","États-Unis","Kansas","Presse","Bimestriel ou trimestriel","Anglais","30654","The Journal of Managerial Issues serves as a bridge between those who study management and those who practice it.","https://www.pittstate.edu/business/journals/journal-of-managerial-issues.html","GJADP","22/03/2015",NA
"Journal of Markets and Morality (1 sources)","États-Unis","Michigan","Presse","Semestriel","Anglais","30655","A peer-reviewed academic journal that promotes intellectual exploration of the relationship between economics and morality from both social science and theological perspectives.","http://www.marketsandmorality.com/index.php/mandm","GJADQ","22/03/2015",NA
"Journal of Medical Sciences (Taiwan) (1 sources)","Taiwan","","Presse","Bimestriel ou trimestriel","Anglais","31661",NA,"http://www.jmedscindmc.com/","GJAGA","01/01/2015",NA
"Journal of Mental Health Counseling (1 sources)","États-Unis","Virginie","Presse","Bimestriel ou trimestriel","Anglais","30656","A professional journal covering the field of mental health counseling, from theory to research to practice. Publishes articles on current theory, therapeutic applications, original research, and professionalism. This is the official journal of the American Mental Health Counselors Association.","https://meridian.allenpress.com/jmhc","GJADR","01/01/2015",NA
"Journal of Mind and Medical Sciences (1 sources)","États-Unis","","Presse","Semestriel","Anglais","30657","Provides original scientific articles regarding mental and medical health and disease, able to stimulate constructive debates among doctors, researches and other health professionals with respect to latest discoveries and trends in the field.","https://scholar.valpo.edu/jmms/","GJADS","01/04/2015",NA
"Journal of Modern Literature in Chinese (1 sources)","Chine","","Presse","Semestriel","Anglais","30658","Provides a forum for discussing issues related to any aspect of modern or contemporary literature in Chinese. Aims to contribute to scholarly discourse on Chinese literature written in and outside of Mainland China.","http://commons.ln.edu.hk/jmlc/","GJADT","22/06/2015",NA
"Journal of Multicultural Counseling and Development  (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","30570","A scholarly and professional journal publishing articles pertinent to multicultural and ethnic minority interests in all areas of counseling and human development.","http://jmcdonline.org/","GJAAI","01/01/2015",NA
"Journal of Multidisciplinary Research (1 sources)","États-Unis","Floride","Presse","Quadrimestriel","Anglais","30659","Publishes research in the arts, humanities, social sciences, and other areas that tests, extends, or builds leadership theory.","http://www.jmrpublication.org/Default.aspx","GJADU","22/03/2015",NA
"Journal of Multimedia (1 sources)","États-Unis","New York","Presse","Mensuel ou bimensuel","Anglais","20223","Journal of Multimedia est une revue scientifique axée sur les théories, les méthodes, les algorithmes et les applications dans le domaine du multimédia.","http://www.academypublisher.com/jmm/","GJOH","01/02/2013",NA
"Journal of Narrative Theory (1 sources)","États-Unis","Michigan","Presse","Quadrimestriel","Anglais","30660","Publishes theoretically-sophisticated essays that explore narrative issues from a variety of interdisciplinary, cross-cultural, and critical contexts. JNT seeks to provide a forum for original essays that address the intersections between narrative and history.","https://journalofnarrativetheory.wordpress.com/","GJADV","01/01/2015",NA
"Journal of Networks (1 sources)","États-Unis","Floride","Presse","Mensuel ou bimensuel","Anglais","19325","Journal of Networks est une revue scientifique qui est axée sur les théories, les méthodes et les applications dans le domaine du réseautage.","http://www.academypublisher.com/jnw/","GJOK","01/01/2013",NA
"Journal of Neuroscience Nursing (1 sources)","États-Unis","Illinois","Presse","Bimestriel ou trimestriel","Anglais","30661","An academic and professional journal presenting information on all dimensions of neuroscience nursing. Publishes original articles describing advances in neurosurgical and neurological techniques.","http://aann.org/publications/journal","GJADW","01/02/2015",NA
"Journal of New Approaches in Educational Research (NAER) (1 sources)","Espagne","","Presse","Semestriel","Espagnol","44057",NA,"https://naerjournal.ua.es/","GJAGZ","01/01/2013",NA
"Journal of New Business Ideas and Trends (1 sources)","Australie","","Presse","Semestriel","Anglais","30662","Provides information on new business ideas and trends.","http://www.jnbit.org/","GJADX","01/01/2015",NA
"Journal of Organizational Culture, Communications and Conflict (1 sources)","États-Unis","Caroline du Nord","Presse","Irrégulier","Anglais","14152","Une revue clé qui publie des travaux théoriques et empiriques sur les communications organisationnelles, la résolution de conflits, le comportement organisationnel, la gestion des ressources humaines et la direction.","https://www.abacademies.org/journals/journal-of-organizational-culture-communications-and-conflict-home.html","QJABX","01/07/2019",NA
"Journal of Orthoptera Research (1 sources)","États-Unis","Caroline du Nord","Presse","Semestriel","Anglais","30663","Publie des articles évalués par les pairs sur tous les aspects de la recherche originale sur les orthoptères et insectes apparentés dans tous les domaines de la biologie.","https://jor.pensoft.net/","GJADY","01/01/2015",NA
"Journal of Pakistan Association of Dermatologists (1 sources)","Pakistan","","Presse","Bimestriel ou trimestriel","Anglais","8599","La revue vise à promouvoir la dermatologie, encourage la recherche et la présentation de découvertes scientifiques reliées à ce domaine. Son but premier est d’améliorer les soins reçus par les patients, à promouvoir l'enseignement et à formuler des politiques sur les questions liées à la dermatologie au Pakistan, en association avec les autorités gouvernementales.","https://www.jpad.com.pk/index.php/jpad","AJPA","31/12/2011",NA
"Journal of Pakistan Medical Association (1 sources)","Pakistan","","Presse","Mensuel ou bimensuel","Anglais","8228","Journal of Pakistan Medical Association est une revue pakistanaise qui traite de la biomédicale. Son lectorat se compose principalement de praticiens et scientifiques dans le vaste domaine de la médecine. Il comprend des rapports de recherche descriptive et analytique d'essais cliniques et des résumés de conférences.","http://www.jpma.org.pk/index.php","AJPM","31/10/2011",NA
"Journal of Pakistan Vision (1 sources)","Pakistan","","Presse","Semestriel","Anglais","8496","Journal of Pakistan Vision fournit un forum de discussion sur les questions et les problèmes se rapportant essentiellement au Pakistan.","http://pu.edu.pk/home/journal/12","AJPN","30/06/2011",NA
"Journal of Passthrough Entities (1 sources)","États-Unis","Illinois","Presse","Bimestriel ou trimestriel","Anglais","30665","Provides analysis of issues facing partnerships, S-corporations, and limited liability companies so practitioners can make the best planning decisions.",NA,"GJAEA","01/05/2015",NA
"Journal of Political Studies (1 sources)","Pakistan","","Presse","Semestriel","Anglais","8497","Offre un contenu visant à faciliter la compréhension des grandes théories de la science politique et des relations internationales, la nature et la dynamique du processus politique et de la politique étrangère.","http://pu.edu.pk/home/journal/6","AJPS","31/12/2011",NA
"Journal of Postgraduate Medical Institute (1 sources)","Pakistan","","Presse","Bimestriel ou trimestriel","Anglais","8229","Le Journal of Postgraduate Medical Institute est la revue officielle de la Postgraduate Medical Institute au Pakistan. Cette publication est dédiée à encourager et à faciliter la recherche à tous les niveaux et dans tous les domaines de la médecine. Son but est d'offrir des rapports détaillés sur des sujets variés, tels que la recherche d'essais cliniques et les études relatives aux aspects comportementaux, épidémiologiques ou éducatifs de la médecine.","http://www.jpmi.org.pk/","AJPT","31/03/2012",NA
"Journal of Private Enterprise (1 sources)","États-Unis","Tennessee","Presse","Bimestriel ou trimestriel","Anglais","30666","Covers the full range of areas where private enterprise applies, including economics, entrepreneurship, public policy, history, religion, and philosophy.","http://journal.apee.org/index.php/Main_Page","GJAEB","22/03/2015",NA
"Journal of Property Management (1 sources)","États-Unis","Illinois","Presse","Bimestriel ou trimestriel","Anglais","12162","Forum pour échanger des idées et discuter des nouvelles tendances qui influent sur la gestion des actifs de l'investissement immobilier. Les articles peuvent traiter de la gestion des appartements, immeubles de bureaux ou des condominiums.","http://www.irem.org/JPM","QJABQ","01/01/2015",NA
"Journal of Psychiatry and Neuroscience (1 sources)","Canada","Ontario","Presse","Bimestriel ou trimestriel","Anglais","30667","Revue professionnelle qui fournit des informations sur la psychiatrie clinique et biologique et les neurosciences.","https://jpn.ca/","GJAEC","01/01/2015",NA
"Journal of Psychology and Christianity (1 sources)","États-Unis","Oregon","Presse","Bimestriel ou trimestriel","Anglais","30668","Provides scholarly interchange among Christian professionals in the psychological and pastoral professions. Articles focus on clinical topics, research, theoretical issues and special theme areas.","https://www.caps.net/","GJAED","22/03/2015",NA
"Journal of Psychology and Theology (1 sources)","États-Unis","Californie","Presse","Bimestriel ou trimestriel","Anglais","30669","An academic journal promoting the integration of psychology and theology, where theology sets the boundaries for drawing conclusions. Its purpose is to present articles that have a biblical perspective on the nature of humankind.","http://journals.biola.edu/jpt/","GJAEE","22/03/2015",NA
"Journal of Pure and Applied Microbiology (1 sources)","Inde","","Presse","Bimestriel ou trimestriel","Anglais","30670","This work pertains to all branches of microbiology and its allied disciplines.","http://www.microbiologyjournal.org/","GJAEF","01/09/2015",NA
"Journal of Religion and Film (1 sources)","États-Unis","Nebraska","Presse","Semestriel","Anglais","30671","Examines the description, critique, and embodiment of religion in film.","https://digitalcommons.unomaha.edu/jrf/","GJAEG","01/04/2015",NA
"Journal of Reproduction and Infertility (1 sources)","Iran","","Presse","Bimestriel ou trimestriel","Anglais","30672","Publishes research articles on reproduction, fertility and infertility.","http://www.jri.ir/en/","GJAEH","01/01/2015",NA
"Journal of Research Administration (1 sources)","États-Unis","Virginie","Presse","Semestriel","Anglais","30673","Provides information for the education and the professional development of research administrators. Articles cover the changing research environment worldwide, and highlight quality and innovation in research administration.","https://www.srainternational.org/resources/journal","GJAEI","22/03/2015",NA
"Journal of Research in Architecture and Planning (1 sources)","Pakistan","","Presse","Annuel","Anglais","8230","Journal of Research Architecture and Planning est publié par l'University of Engineering and Technology, Department of Architecture and Planning. Offrant des travaux de recherche dans le domaine de l'architecture, ce magazine explore les enjeux pouvant être pertinents pour les universitaires et les praticiens.","http://www.neduet.edu.pk/arch_planning/NED-JRAP/","AJRA","31/12/2011",NA
"Journal of Research in Gender Studies (1 sources)","États-Unis","New York","Presse","Semestriel","Anglais","30674","Publishes critical and theoretical constructive contributions across the large spectrum of humanities, literature, law, history, philosophy, religion, and visual and performing arts (including music and theatre), anthropology, area studies, communication studies, cultural studies, and linguistics, social sciences, behavioral sciences, medicine and public health, science and technology, democracy studies, women’s studies, men and masculinity studies, queer studies.","https://addletonacademicpublishers.com/journal-of-research-in-gender-studies","GJAEJ","01/01/2015",NA
"Journal of research of the National Institute of Standards and Technology (1 sources)","États-Unis","Maryland","Presse","Annuel","Anglais","46344",NA,"https://www.nist.gov/nist-research-library/journal-research-nist","GJAHA","01/03/2004",NA
"Journal of Risk and Insurance, The (1 sources)","États-Unis","Pennsylvanie","Presse","Bimestriel ou trimestriel","Anglais","1735","Le The Journal of Risk and Insurance est la revue phare de la American Risk and Insurance Association. Le JRI publie les résultats de nouvelles recherches rigoureuses effectuées dans les secteurs de la gestion de risques et de la science économique reliée aux assurances. La revue diffuse à la fois des articles théoriques et empiriques qui proviennent de nombreux domaines de spécialisation tels l'organisation industrielle des marchés de l'assurance, la gestion de risques dans les secteurs privés et publics, les règlements sur les assurances, les méthodologies actuarielles et statistiques, et la science économique des sociétés d'assurance, pour ne nommer que ceux-là. The Journal of Risk and Insurance est publié quatre fois par année.","http://www.aria.org/","GFN","01/03/2004",NA
"Journal of Rural Nursing and Health Care (web site) (1 sources)","États-Unis","New York","Presse","Semestriel","Anglais","30571","Provides research and practice-related features for rural nurses and other health professionals.","http://rnojournal.binghamton.edu/index.php/RNO","GJAAJ","22/03/2015",NA
"Journal of Science and Technology (1 sources)","Pakistan","","Presse","Semestriel","Anglais","8498","Journal of Science and Technology offre l'opportunité de diffusé des résultats de recherches et d'examens dans les domaines de la science et la technologie jugés pertinents aux développements national et international. Il encourage également les nouvelles recherches et les découvertes scientifiques.",NA,"AJSC","30/06/2010",NA
"Journal of Self-Governance and Management Economics (1 sources)","États-Unis","Géorgie","Presse","Bimestriel ou trimestriel","Anglais","30572","This journal focuses on the relationships, structures, and principles of self-governance, the rise of the politics of self-governance, potential benefits of self-governance for the enhancement of democratic governance, the ability to govern democratic-self governance, and the conditions under which self-governance becomes institutionalized.","http://www.addletonacademicpublishers.com/journal-of-self-governance-and-management-economics","GJAAK","01/01/2015",NA
"Journal of Services Research (1 sources)","Inde","","Presse","Semestriel","Anglais","30675","Covers the latest in service research by providing necessary knowledge and tools to cope with an increasingly service-based economy. Features articles by the world's leading service experts, from both academia and the business world.","http://www.jsr-iimt.in/about.htm","GJAEK","01/04/2015",NA
"Journal of Shellfish Research (1 sources)","États-Unis","Pennsylvanie","Presse","Quadrimestriel","Anglais","30676","Scientific journal covering all aspects of shellfish biology.","https://www.shellfish.org/jsr-public","GJAEL","01/04/2015",NA
"Journal of Singing (1 sources)","États-Unis","Floride","Presse","Bimestriel ou trimestriel","Anglais","30677","Provides current information regarding the teaching of singing as well as results of recent research in the field. It serves as a historical record and is a venue for teachers of singing and other scholars to share the results of their work in areas such as history, diction, voice science, medicine, and especially voice pedagogy.","https://www.nats.org/cgi/page.cgi/about_journal_singing.html","GJAEM","01/01/2015",NA
"Journal of Social and Psychological Sciences (1 sources)","Royaume-Uni","Angleterre du Sud-Est","Presse","Semestriel","Anglais","34056","Covers the humanities and social sciences that interface between Psychology and Sociology.",NA,"GJAGS","01/01/2008",NA
"Journal of Social, Political and Economic Studies (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","32440","Presents in depth information on contemporary issues of primarily international interest.","http://www.jspes.org/","GJAEN","22/09/2015",NA
"Journal of Software (1 sources)","États-Unis","Californie","Presse","Bimestriel ou trimestriel","Anglais","19326","Journal of Software est une revue scientifique portant sur les théories, les méthodes et les applications dans le domaine de la production de logiciels","http://www.jsoftware.us/","GJOM","01/01/2013",NA
"Journal of Southeast Asian Economies (1 sources)","Singapour","","Presse","Quadrimestriel","Anglais","30678","Covers current economic issues pertaining to the countries of the Association of Southeast Asian Nations: Indonesia, Philippines, Thailand, Malaysia, Singapore, Brunei, Vietnam, Laos, Cambodia and Myanmar.","https://www.iseas.edu.sg/flagship-publications/journal-of-southeast-asia-economies/","GJAEO","01/04/2015",NA
"Journal of Southeast Asian Studies (1 sources)","Royaume-Uni","Angleterre de l'Est","Presse","Quadrimestriel","Anglais","30679","A journal publishing scholarly articles on Southeast Asia (Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, the Philippines, East Timor, Singapore, Thailand and Vietnam).","https://www.cambridge.org/core/journals/journal-of-southeast-asian-studies","GJAEP","01/02/2015",NA
"Journal of Southern History (1 sources)","États-Unis","Texas","Presse","Bimestriel ou trimestriel","Anglais","30680","A scholarly quarterly journal devoted to the history of the American South, covering any chronological period, methodology, or any topic of southern history. Publishes refereed articles, book reviews and book notes on all aspects of southern history..","https://thesha.org/jsh","GJAEQ","01/02/2015",NA
"Journal of Sport Behavior (1 sources)","États-Unis","Alabama","Presse","Bimestriel ou trimestriel","Anglais","30681","A journal focusing on anthropological, sociological, and psychological aspects of sport for the academic audience.","https://www.southalabama.edu/colleges/artsandsci/psychology/Journal_of_Sport_Behavior.html","GJAER","01/03/2015",NA
"Journal of Sports Science and Medicine (1 sources)","Turquie","","Presse","Bimestriel ou trimestriel","Anglais","33337","Publishes research and review articles, together with case studies, in the fields of sports medicine and the exercise sciences.","http://www.jssm.org/","GJAGP","01/03/2007",NA
"Journal of State Taxation (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","30682","A quarterly journal publishing articles on state and local tax planning and compliance, aimed at tax management professionals.","https://heinonline.org/HOL/LandingPage?handle=hein.journals/jrnsttax7","GJAES","01/01/2015",NA
"Journal of Statistics (1 sources)","Pakistan","","Presse","Annuel","Anglais","8231","Le Journal of Statistics, publié par le Department of Statistics du Government College University, présente des statistiques dans tous les domaines populaires qui sont susceptibles d'avoir un impact significatif sur la méthodologie statistique.","https://jstatgcu.com/","AJST","31/12/2010",NA
"Journal of Supply Chain Management (1 sources)","États-Unis","Arizona","Presse","Bimestriel ou trimestriel","Anglais","11127","Publie des recherches comportementales mettant l'emphase sur les théories et méthodologies empiriques en gestion de chaîne d'approvisionnements.","https://onlinelibrary.wiley.com/journal/1745493x","QJAAN","22/03/2004",NA
"Journal of Tax Practice and Procedure (1 sources)","États-Unis","Californie","Presse","Bimestriel ou trimestriel","Anglais","30683","Covers the area of tax practice and procedure. Offers analysis of current issues and trends in the representation of taxpayers before the IRS, from initial contact through litigation.","http://www.taxmam.com/Journal-of-Tax-Practice--Procedure/","GJAET","01/04/2015",NA
"Journal of Taxation of Financial Products (1 sources)","États-Unis","Illinois","Presse","Bimestriel ou trimestriel","Anglais","30684","Focuses on the analysis of the tax ramifications of financial products.",NA,"GJAEU","01/03/2015",NA
"Journal of Teacher Education (1 sources)","États-Unis","Michigan","Presse","Bimestriel ou trimestriel","Anglais","30685","Journal focusing on practice, policy, and research in teacher education.","https://journals.sagepub.com/home/jte","GJAEV","01/01/2015",NA
"Journal of Technology Management for Growing Economies (1 sources)","Inde","","Presse","Semestriel","Anglais","38760",NA,"http://tmgejournal.com/","GJAGU","01/04/2013",NA
"Journal of the Air Force Historical Foundation (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","62448","Fondée en 1953, l'Air Force Historical Foundation se consacre à la préservation de l'histoire et des traditions de l'aviation et des capacités spatiales américaines.","https://www.afhistory.org/research/the-journal-of-the-afhf/","GAAIJ","22/03/2023",NA
"Journal of the Alabama Academy of Science (1 sources)","États-Unis","","Presse","Annuel","Anglais","30686","Science journal.","https://aasjournal.org/index.php/journal","GJAEW","01/01/2015",NA
"Journal of the Australian Catholic Historical Society (1 sources)","Australie","","Presse","Annuel","Anglais","30573","Provides articles and book reviews on Australian Catholic history as well as a brief record of Society activities.",NA,"GJAAL","01/01/2015",NA
"Journal of the Australian Early Medieval Association (1 sources)","Australie","","Presse","Annuel","Anglais","30574","Covers the early medieval period of history of Australasia and other areas.","http://www.aema.net.au/journal.html","GJAAM","01/01/2015",NA
"Journal of the Australian Traditional-Medicine Society (1 sources)","Australie","","Presse","Bimestriel ou trimestriel","Anglais","30575","Contains articles on all aspects of the principles and practice of alternative medicine including Western herbal medicine.","https://www.atms.com.au/about-us/journal/","GJAAN","01/06/2015",NA
"Journal of the Canadian Chiropractic Association (1 sources)","Canada","Ontario","Presse","Bimestriel ou trimestriel","Anglais","30688","Publication de l'Association chiropratique canadienne qui permet la communication entre l'association et ses membres et constitue un forum de discussions sur toutes les questions d'intérêt général pour la profession chiropratique et l'association.","https://www.chiropractic.ca/jcca-online/","GJAEY","01/01/2015",NA
"Journal of the Chemical Society of Pakistan (1 sources)","Pakistan","","Presse","Bimestriel ou trimestriel","Anglais","8232","Le Journal of the Chemical Society of Pakistan est une revue bimestrielle qui publie des résultats de recherches inédits et des articles de revues dans tous les domaines de la chimie.","http://www.jcsp.org.pk/","AJTC","29/02/2012",NA
"Journal of the Early Book Society (1 sources)","États-Unis","New York","Presse","Annuel","Anglais","30689","Covers the history of the book, with emphasis on the period of transmission from manuscript to print. Main focus is on English and continental works produced from 1350 to 1550. In addition, the journal includes brief notes on manuscripts and early printed books, descriptive reviews of recent works in the field, and notes on libraries and collections.","http://press.pace.edu/journal-of-the-early-book-society/","GJAEZ","01/01/2015",NA
"Journal of the Fantastic in the Arts (1 sources)","États-Unis","Idaho","Presse","Quadrimestriel","Anglais","39662",NA,"http://www.fantastic-arts.org/jfa/","GJAGW","22/03/2007",NA
"Journal of the Humanities and Social Sciences of Southeast Asia and Oceania (1 sources)","Pays-Bas","","Presse","Quadrimestriel","Anglais","30576","Provides information on the linguistics, anthropology, and history of southeast Asia, and more specifically of Indonesia.","https://brill.com/view/journals/bki/bki-overview.xml","GJAAO","01/04/2015",NA
"Journal of the Louisiana State Medical Society, The (1 sources)","États-Unis","Louisiane","Presse","Bimestriel ou trimestriel","Anglais","30653","Provides scientific information on clinical trials and treatments.","http://journal.lsms.org/","GJADO","01/01/2015",NA
"Journal of the Medical Library Association (1 sources)","États-Unis","Illinois","Presse","Bimestriel ou trimestriel","Anglais","30690","An international, peer-reviewed journal that aims to advance the practice and research knowledgebase of health sciences librarianship.","http://jmla.mlanet.org/ojs/jmla","GJAFA","01/01/2015",NA
"Journal of the Mississippi Academy of Sciences (1 sources)","États-Unis","Mississippi","Presse","Bimestriel ou trimestriel","Anglais","30691","Journal covering science and technology.","http://msacad.org/mas-journal","GJAFB","01/04/2015",NA
"Journal of the Music and Entertainment Industry Educators Association (1 sources)","États-Unis","Tennessee","Presse","Annuel","Anglais","30800","Covers scholarly research and writing about the music and entertainment industries.","https://meiea.wildapricot.org/Journal","GMAAZ","01/01/2015",NA
"Journal of the National Collegiate Honors Council (1 sources)","États-Unis","Nebraska","Presse","Semestriel","Anglais","30692","A refereed periodical publishing scholarly articles on honors education.","https://digitalcommons.unl.edu/nchcjournal/","GJAFC","22/03/2015",NA
"Journal of the National Society of Allied Health (1 sources)","États-Unis","Virginie","Presse","Annuel","Anglais","58000",NA,"https://nsah.org/","GJAHG","01/01/2009",NA
"Journal of the New York State Nurses Association (1 sources)","États-Unis","New York","Presse","Semestriel","Anglais","30693","A publication about research reports and scholarly articles on nurses and nursing.","https://www.nysna.org/nursing-practice/journal-new-york-state-nurses-association#.W-xCIThKi71","GJAFD","22/03/2015",NA
"Journal of the Pakistan Materials Society (1 sources)","Pakistan","","Presse","Semestriel","Anglais","8499","Le Journal of the Pakistan Materials Society comprend des articles liés à divers aspects de la science des matériaux et la physique appliquée.","http://mrl.uop.edu.pk/JPMS/PMS.html","AJTP","30/06/2010",NA
"Journal of the Research Society of Pakistan (1 sources)","Pakistan","","Presse","Semestriel","Anglais","8500","Journal of the Research Society of Pakistan encourage la recherche sur le travail lié à l'héritage musulman dans le sous-continent indo-pakistanais.","http://pu.edu.pk/home/journal/14","AJTR","31/12/2010",NA
"Journal of the San Juan Islands, The (WA) (web site) (1 sources)","États-Unis","Washington","Presse","En continu","Anglais","31855",NA,"https://www.sanjuanjournal.com/","PXO","07/12/2016",NA
"Journal of the South African Veterinary Association (1 sources)","Afrique du Sud","","Presse","Irrégulier","Anglais","30577","Provides veterinarians in South Africa and elsewhere in the world with current scientific information across the full spectrum of veterinary science. Includes reviews on various topics, clinical and non-clinical articles and research articles.","https://jsava.co.za/index.php/jsava/index","GJAAP","01/01/2015",NA
"Journal of the SSIS of Ireland (1 sources)","Irlande","","Presse","Annuel","Anglais","33338","Provides information on the Irish economy and Irish society, including population, employment, legal and administrative systems and social services.","http://www.ssisi.ie/journals.php","GJAGQ","01/01/2007",NA
"Journal of the Tennessee Academy of Science (1 sources)","États-Unis","Tennessee","Presse","Quadrimestriel","Anglais","30694","Provides research articles, information about the Academy, budget information, minutes of executive committee meetings, abstracts of papers presented at the annual meeting and at meetings of the collegiate division, and a list of new members.","http://www.tennacadofsci.org/journal/JTASHome.php","GJAFE","01/05/2015",NA
"Journal of Thought (1 sources)","États-Unis","","Presse","Semestriel","Anglais","30695","A scholarly quarterly journal that publishes interdisciplinary research and analysis in educational philosophy, the history of education, and other foundations of education disciplines.","http://journalofthought.com/","GJAFF","22/03/2015",NA
"Journal of Tolkien Research (1 sources)","États-Unis","Indiana","Presse","Quadrimestriel","Anglais","30696","Provides high-quality research and scholarship based on the works of J.R.R. Tolkien (1892-1973) and on transformative and derivative texts based on his work to a wide and diverse audience.","https://scholar.valpo.edu/journaloftolkienresearch/","GJAFG","01/01/2015",NA
"Journal of Tourism Challenges and Trends (1 sources)","Roumanie","","Presse","Annuel","Anglais","30697","Provides both professionals and academics with an overview of theories and practices in the tourism industry, while focusing on challenges and trends currently manifest throughout the world.","https://journaltct.wordpress.com/","GJAFH",NA,NA
"Journal of Transport and Supply Chain Management (1 sources)","Afrique du Sud","","Presse","Annuel","Anglais","30698","This journal seeks to disseminate research results and to support high level learning, teaching and research in the areas of traffic and transportation (operations, policy, planning), customer service, warehousing, inventory management, procurement, packaging and materials handling.","https://jtscm.co.za/index.php/jtscm","GJAFI","01/01/2015",NA
"Journal of Values-Based Leadership, The (1 sources)","États-Unis","Indiana","Presse","Semestriel","Anglais","30700","Promotes ethical and moral leadership and behavior by serving as a forum for ideas and the sharing of ""best practices."" It serves as a resource for business and institutional leaders, educators, and students concerned about values-based leadership.","https://scholar.valpo.edu/jvbl/","GJAFK","01/01/2015",NA
"Journal of Vertebrate Biology (1 sources)","République tchèque","","Presse","Bimestriel ou trimestriel","Anglais","50078",NA,"https://www.jvertbiol.cz/","GJAHB","01/02/2020",NA
"Journal of Visual Impairment and Blindness (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","30701","A Journal of record on blindness and visual impairment that serves as a forum for the exchange of ideas, airing of controversies, and discussion of issues currently facing the blindness field today.",NA,"GJAFL","01/01/2015",NA
"Journal Pioneer, The (Summerside, PE) (1 sources)","Canada","Île-du-Prince-Édouard","Presse","Hebdomadaire","Anglais","223","The Journal Pioneer est né de la fusion de deux journaux: « The Journal » fondé à Summerside en 1865 et « The Pioneer » fondé à Alberton en 1875 et déménagé à Summerside en 1880. Aujourd'hui l'un des points importants de sa mission originale reste le même : « informer et divertir les lecteurs locaux avec pertinence et promptitude».","https://saltwire.pressreader.com/journal-pioneer/","JP","01/04/1999","14/03/2007"
"Journal Pioneer, The (Summerside, PE) (web site) (1 sources)","Canada","Île-du-Prince-Édouard","Presse","En continu","Anglais","18875","The Journal Pioneer est né de la fusion de deux journaux: « The Journal » fondé à Summerside en 1865 et « The Pioneer » fondé à Alberton en 1875 et déménagé à Summerside en 1880. Aujourd'hui l'un des points importants de sa mission originale reste le même : « informer et divertir les lecteurs locaux avec pertinence et promptitude». Le tirage moyen est de 11,800 exemplaires (2015), du lundi au samedi. Le propriétaire actuel du Journal Pioneer est le Groupe Transcontinental qui l'a acheté de CanWest Global Communications en 2002.","http://www.journalpioneer.com/","WJP","05/11/2014",NA
"Journal Saint-François, Le (Valleyfield, QC) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","15135","Hebdomadaire desservant la région de Valleyfield au Québec. Exact reflet de la collectivité qu'il sert, Le Journal Saint-François constitue la meilleure et parfois la seule source de nouvelles locales","http://www.journalsaint-francois.ca/","QJJ","29/05/2013","04/06/2014"
"Journal Saint-François, Le (Valleyfield, QC) (site web) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","15688","Hebdomadaire desservant la région de Salaberry-de-Valleyfield au Québec. Exact reflet de la collectivité qu'il sert, Le Soleil constitue la meilleure et parfois la seule source de nouvelles locales. Archives incomplètes entre 2003 et 2013","http://www.journalsaint-francois.ca/","WQSN","19/08/2003",NA
"Journal Star (Peoria, IL) (web site ref.) (1 sources)","États-Unis","Illinois","Presse","Irrégulier","Anglais","45277","Articles couvrant l'actualité nationale et internationale, la politique, les affaires, les voyages, les arts et spectacles, les opinions, la vie quotidienne et les sports.","http://www.pjstar.com/","WJAAO","24/04/2024",NA
"Journal, The (Altavista, VA) (web site ref.) (1 sources)","États-Unis","Virginie","Presse","Irrégulier","Anglais","45278",NA,"http://www.altavistajournal.com/news/","WJAAP","24/04/2024",NA
"Journal, The (Newcastle, UK) (1 sources)","Royaume-Uni","Midlands de l'Ouest","Presse","Quotidien","Anglais","1733","The Journal est un quotidien desservant le Nord-Est du Royaume-Uni et offrant les plus récentes nouvelles régionales, nationales et internationales, les résultats sportifs, ainsi que les nouvelles en primeur du monde des affaires et de l'agriculture.","http://www.chroniclelive.co.uk/","GFM","01/01/2004",NA
